['Time', '0: 2008-09-05', '1: 2009-03-19', '2: 2013-12-12', '3: 2014-03-24', '4: 2015-05-27', '5: 2017-09-15', '6: 2018-02-19', '7: 2019-05-22', '8: 2019-08-13', '9: 2021-04-06', '10: 2021-07-10', '11: 2022-01-03', '12: 2022-05-25', '13: 2024-02-28', '14: 2024-03-08', 'Count']
['2000-03-11 17:09:28', '0', "(Venus,327.815,(r)) (H4,282.852,(d)) (45-semisquare,2')\n(Pluto,252.898,(r)) (H4,282.852,(d)) (30-semisextile,3')\n(H3,250.479,(r)) (Mean_Node,130.436,(d)) (trine,3')", "(Saturn,43.360,(r)) (H12,133.369,(c)) (square,1')", '3', "(Mean_Node,121.322,(r)) (H1,166.333,(c)) (45-semisquare,1')", "(Uranus,318.719,(r)) (H10,78.790,(c)) (trine,4')", "(Moon,60.817,(r)) (H7,30.740,(d)) (30-semisextile,5')", "(Mars,21.611,(r)) (H9,51.660,(c)) (30-semisextile,3')", "(Saturn,43.360,(r)) (H9,88.430,(d)) (45-semisquare,4')", '9', "(H1,187.018,(r)) (Saturn,67.106,(d)) (trine,5')", '11', '12', "(Jupiter,34.792,(r)) (H1,154.742,(c)) (trine,3')\n(H4,274.657,(r)) (Mercury,304.641,(c)) (30-semisextile,1')", "(Jupiter,34.792,(r)) (H1,154.710,(c)) (trine,5')\n(H10,94.657,(r)) (Mercury,304.615,(c)) (150-quincunx,3')", 164]
['2000-03-11 02:52:08', '0', '1', "(H3,30.332,(r)) (Saturn,30.274,(c)) (conjunction,3')\n(H10,242.236,(r)) (Pluto,242.073,(c)) (conjunction,10')", "(Uranus,318.688,(r)) (H4,48.776,(c)) (square,5')", "(Mean_Node,121.354,(r)) (H4,76.323,(d)) (45-semisquare,2')", "(Uranus,318.688,(r)) (H1,348.707,(d)) (30-semisextile,1')\n(H1,333.341,(r)) (Uranus,303.369,(c)) (30-semisextile,2')", "(H4,62.236,(r)) (Jupiter,17.170,(c)) (45-semisquare,4')", "(Uranus,318.688,(r)) (H9,228.596,(d)) (square,6')", "(Saturn,43.303,(r)) (H10,223.463,(c)) (opposition,10')\n(H10,242.236,(r)) (Mars,2.203,(c)) (trine,2')", "(H4,62.236,(r)) (Neptune,287.198,(c)) (135-sesquisquare,2')", "(H9,210.332,(r)) (Mars,0.326,(c)) (150-quincunx,0')", "(Moon,52.479,(r)) (H1,352.508,(d)) (sextile,2')", '12', '13', '14', 188]
['2000-03-11 09:23:36', '0', '1', '2', "(H4,156.539,(r)) (Sun,336.669,(c)) (opposition,8')", "(Pluto,252.897,(r)) (H1,73.038,(d)) (opposition,8')", "(Uranus,318.702,(r)) (H10,318.593,(c)) (conjunction,7')", "(Sun,351.113,(r)) (H3,141.171,(d)) (150-quincunx,3')\n(H3,122.670,(r)) (Sun,332.705,(c)) (150-quincunx,2')", "(H1,60.067,(r)) (Saturn,60.018,(d)) (conjunction,3')\n(Mercury,333.413,(r)) (H12,18.417,(c)) (45-semisquare,0')", "(H1,60.067,(r)) (Saturn,60.216,(d)) (conjunction,9')\n(H9,302.670,(r)) (Mars,2.593,(c)) (sextile,5')", "(H4,156.539,(r)) (Venus,306.560,(c)) (150-quincunx,1')", "(H1,60.067,(r)) (Neptune,285.010,(c)) (135-sesquisquare,3')", "(Uranus,318.702,(r)) (H1,78.752,(d)) (trine,3')\n(H10,336.539,(r)) (Moon,36.455,(c)) (sextile,5')", '12', '13', "(Venus,327.415,(r)) (H6,237.508,(d)) (square,6')", 220]
['2000-03-11 16:08:47', "(Saturn,43.356,(r)) (H4,268.376,(d)) (135-sesquisquare,1')\n(Pluto,252.898,(r)) (H4,252.934,(c)) (conjunction,2')", '1', '2', "(Mercury,333.313,(r)) (H4,273.393,(d)) (sextile,5')\n(H7,346.036,(r)) (Mean_Node,136.081,(d)) (150-quincunx,3')\n(Venus,327.763,(r)) (H7,327.711,(c)) (conjunction,3')", '4', '5', "(Pluto,252.898,(r)) (H3,252.852,(d)) (conjunction,3')", "(Mercury,333.313,(r)) (H12,153.473,(d)) (opposition,10')", '8', "(Neptune,305.693,(r)) (H12,155.722,(d)) (150-quincunx,2')", "(Uranus,318.717,(r)) (H1,138.730,(c)) (opposition,1')\n(H10,80.686,(r)) (Saturn,20.775,(c)) (sextile,5')", '11', "(H1,166.036,(r)) (Uranus,346.119,(d)) (opposition,5')\n(Moon,60.226,(r)) (H10,60.155,(c)) (conjunction,4')", "(Moon,60.226,(r)) (H3,210.265,(c)) (150-quincunx,2')\n(H4,260.686,(r)) (Sun,320.636,(c)) (sextile,3')", "(H10,80.686,(r)) (Sun,320.606,(c)) (trine,5')", 260]
['2000-03-11 09:44:23', "(Venus,327.433,(r)) (H1,57.353,(c)) (square,5')\n(Venus,327.433,(r)) (H7,237.353,(c)) (square,5')\n(H4,162.109,(r)) (Neptune,297.160,(c)) (135-sesquisquare,3')", "(H4,162.109,(r)) (Mercury,342.127,(d)) (opposition,1')", "(H1,64.562,(r)) (Mars,34.600,(d)) (30-semisextile,2')\n(H3,127.985,(r)) (Mars,7.968,(c)) (trine,1')", "(Venus,327.433,(r)) (H4,147.474,(c)) (opposition,2')", "(Saturn,43.331,(r)) (H4,178.358,(d)) (135-sesquisquare,2')", "(Moon,56.485,(r)) (H3,146.413,(d)) (square,4')", "(Mean_Node,121.339,(r)) (H4,181.296,(d)) (sextile,3')", '7', '8', '9', "(H10,342.109,(r)) (Uranus,341.989,(d)) (conjunction,7')\n(Mars,21.381,(r)) (H12,21.348,(c)) (conjunction,2')", "(H10,342.109,(r)) (Uranus,297.187,(c)) (45-semisquare,5')", '12', "(Mercury,333.408,(r)) (H3,153.516,(d)) (opposition,6')\n(H3,127.985,(r)) (Mercury,308.032,(c)) (opposition,3')", '14', 230]
['2000-03-11 09:21:04', "(Saturn,43.329,(r)) (H12,43.155,(d)) (conjunction,10')\n(H1,59.520,(r)) (Mars,29.470,(d)) (30-semisextile,3')\n(H7,239.520,(r)) (Mars,29.470,(d)) (150-quincunx,3')", '1', '2', "(Mercury,333.414,(r)) (H3,108.458,(c)) (135-sesquisquare,3')", "(H4,155.865,(r)) (Mars,35.788,(d)) (trine,5')\n(Mars,21.369,(r)) (H12,21.522,(c)) (conjunction,9')\n(H1,59.520,(r)) (Saturn,29.602,(c)) (30-semisextile,5')\n(H4,155.865,(r)) (Neptune,290.780,(c)) (135-sesquisquare,5')\n(H8,269.528,(r)) (Saturn,29.602,(c)) (trine,4')", "(H1,59.520,(r)) (Mean_Node,104.528,(c)) (45-semisquare,0')", '6', "(Saturn,43.329,(r)) (H1,43.190,(c)) (conjunction,8')", "(Saturn,43.329,(r)) (H9,283.409,(c)) (trine,5')", "(Saturn,43.329,(r)) (H4,178.280,(d)) (135-sesquisquare,3')", '10', "(Moon,56.258,(r)) (H3,101.190,(c)) (45-semisquare,4')\n(H1,59.520,(r)) (Jupiter,14.576,(c)) (45-semisquare,3')\n(H10,335.865,(r)) (Venus,305.851,(c)) (30-semisextile,1')", '12', "(Mean_Node,121.340,(r)) (H4,181.391,(d)) (sextile,3')", '14', 213]
['2000-03-11 15:24:56', '0', "(Uranus,318.715,(r)) (H4,258.743,(d)) (sextile,2')\n(H4,250.475,(r)) (Venus,340.407,(d)) (square,4')", "(H3,224.029,(r)) (Moon,74.003,(d)) (150-quincunx,2')", '3', "(Sun,351.364,(r)) (H1,171.510,(d)) (opposition,9')\n(Moon,59.799,(r)) (H8,29.714,(d)) (30-semisextile,5')\n(Mars,21.557,(r)) (H1,171.510,(d)) (150-quincunx,3')\n(H8,11.234,(r)) (Sun,11.202,(d)) (conjunction,2')\n(Moon,59.799,(r)) (H12,104.767,(c)) (45-semisquare,2')\n(H4,250.475,(r)) (Venus,310.530,(c)) (sextile,3')", "(H3,224.029,(r)) (Mean_Node,103.982,(c)) (trine,3')", '6', "(Mercury,333.324,(r)) (H9,63.389,(d)) (square,4')\n(H1,151.365,(r)) (Pluto,271.369,(d)) (trine,0')", "(H9,44.029,(r)) (Mars,43.864,(d)) (conjunction,10')", '9', "(Neptune,305.693,(r)) (H1,125.832,(c)) (opposition,8')\n(H9,44.029,(r)) (Neptune,284.074,(c)) (trine,3')", "(H10,70.475,(r)) (Jupiter,10.437,(c)) (sextile,2')", "(Jupiter,34.777,(r)) (H1,124.864,(c)) (square,5')", '13', '14', 260]
['2000-03-11 04:03:03', "(Pluto,252.897,(r)) (H12,312.838,(c)) (sextile,4')", "(Venus,327.140,(r)) (H4,87.089,(d)) (trine,3')\n(Venus,327.140,(r)) (H7,177.150,(d)) (150-quincunx,1')", "(H10,258.905,(r)) (Mars,33.971,(d)) (135-sesquisquare,4')\n(Mars,21.204,(r)) (H10,246.248,(c)) (135-sesquisquare,3')", '3', '4', "(Jupiter,34.680,(r)) (H1,4.670,(d)) (30-semisextile,1')\n(Jupiter,34.680,(r)) (H10,274.772,(d)) (trine,6')", "(Mercury,333.499,(r)) (H7,153.425,(c)) (opposition,4')\n(H3,47.517,(r)) (Mercury,317.590,(c)) (square,4')", '7', '8', '9', '10', '11', '12', "(H1,349.171,(r)) (Venus,349.038,(d)) (conjunction,8')", "(H1,349.171,(r)) (Venus,349.061,(d)) (conjunction,7')", 169]
['2000-03-11 13:18:56', "(Mercury,333.354,(r)) (H1,123.375,(d)) (150-quincunx,1')\n(Mercury,333.354,(r)) (H7,303.375,(d)) (30-semisextile,1')\n(H4,219.685,(r)) (Uranus,309.722,(c)) (square,2')", "(Uranus,318.711,(r)) (H4,228.632,(d)) (square,5')\n(H7,294.359,(r)) (Venus,339.296,(d)) (45-semisquare,4')", '2', '3', '4', '5', "(Sun,351.276,(r)) (H4,201.207,(c)) (150-quincunx,4')", "(Neptune,305.690,(r)) (H1,95.626,(c)) (150-quincunx,4')", "(H1,114.359,(r)) (Saturn,24.320,(c)) (square,2')\n(H1,114.359,(r)) (Pluto,234.418,(c)) (trine,4')\n(H10,39.685,(r)) (Mercury,309.648,(c)) (square,2')", "(H1,114.359,(r)) (Venus,354.288,(d)) (trine,4')\n(H7,294.359,(r)) (Venus,354.288,(d)) (sextile,4')", "(Uranus,318.711,(r)) (H1,93.655,(c)) (135-sesquisquare,3')", "(Uranus,318.711,(r)) (H1,138.662,(d)) (opposition,3')", "(Mean_Node,121.331,(r)) (H10,61.294,(d)) (sextile,2')", "(Sun,351.276,(r)) (H1,141.265,(d)) (150-quincunx,1')\n(Mean_Node,121.331,(r)) (H1,91.245,(c)) (30-semisextile,5')\n(H3,188.532,(r)) (Sun,323.485,(c)) (135-sesquisquare,3')\n(H4,219.685,(r)) (Jupiter,9.765,(c)) (150-quincunx,5')", "(Sun,351.276,(r)) (H1,141.296,(d)) (150-quincunx,1')\n(H10,39.685,(r)) (Jupiter,9.738,(c)) (30-semisextile,3')", 237]
['2000-03-11 08:16:23', "(H4,139.017,(r)) (Venus,319.196,(c)) (opposition,11')", '1', "(Mercury,333.431,(r)) (H3,93.505,(c)) (trine,4')\n(H10,319.017,(r)) (Mercury,319.088,(c)) (conjunction,4')", "(Mercury,333.431,(r)) (H4,153.349,(d)) (opposition,5')\n(Mercury,333.431,(r)) (H7,213.490,(c)) (trine,4')", "(Saturn,43.325,(r)) (H8,268.411,(d)) (135-sesquisquare,5')\n(H8,254.896,(r)) (Saturn,29.821,(c)) (135-sesquisquare,5')", "(H10,319.017,(r)) (Mean_Node,138.863,(d)) (opposition,9')\n(H10,319.017,(r)) (Jupiter,19.024,(c)) (sextile,0')", "(Mercury,333.431,(r)) (H3,123.519,(d)) (150-quincunx,5')\n(H3,106.189,(r)) (Venus,346.140,(d)) (trine,3')\n(Mean_Node,121.342,(r)) (H4,121.515,(c)) (conjunction,10')", '7', "(Saturn,43.325,(r)) (H9,268.372,(c)) (135-sesquisquare,3')", "(Mercury,333.431,(r)) (H1,63.447,(d)) (square,1')\n(Mercury,333.431,(r)) (H7,243.447,(d)) (square,1')\n(Venus,327.358,(r)) (H1,27.388,(c)) (sextile,2')\n(Venus,327.358,(r)) (H7,207.388,(c)) (trine,2')\n(H1,45.539,(r)) (Neptune,285.603,(c)) (trine,4')\n(H7,225.539,(r)) (Neptune,285.603,(c)) (sextile,4')", "(H9,286.189,(r)) (Saturn,61.219,(d)) (135-sesquisquare,2')", '11', '12', '13', '14', 295]
['2000-03-11 13:49:51', '0', "(Venus,327.644,(r)) (H3,207.672,(d)) (trine,2')\n(Pluto,252.898,(r)) (H7,312.843,(d)) (sextile,3')", "(Mercury,333.347,(r)) (H1,108.392,(c)) (135-sesquisquare,3')", "(Uranus,318.712,(r)) (H7,318.765,(d)) (conjunction,3')\n(Mercury,333.347,(r)) (H4,213.432,(c)) (trine,5')\n(Mean_Node,121.330,(r)) (H3,181.412,(c)) (sextile,5')", '4', '5', "(Jupiter,34.764,(r)) (H4,244.682,(d)) (150-quincunx,5')", "(H1,122.700,(r)) (Saturn,62.688,(d)) (sextile,1')", "(Pluto,252.898,(r)) (H1,102.845,(c)) (150-quincunx,3')\n(Pluto,252.898,(r)) (H10,27.882,(c)) (135-sesquisquare,1')", '9', '10', '11', "(Moon,58.873,(r)) (H1,148.851,(d)) (square,1')", '13', '14', 144]
['2000-03-11 15:29:28', "(H4,251.538,(r)) (Mars,11.471,(c)) (trine,4')", "(Jupiter,34.778,(r)) (H4,259.793,(d)) (135-sesquisquare,1')\n(H3,225.234,(r)) (Jupiter,45.166,(d)) (opposition,4')", '2', "(Sun,351.367,(r)) (H7,351.481,(d)) (conjunction,7')", '4', '5', "(Mercury,333.323,(r)) (H3,243.293,(d)) (square,2')\n(H3,225.234,(r)) (Pluto,270.319,(d)) (45-semisquare,5')\n(H4,251.538,(r)) (Uranus,341.453,(d)) (square,5')", '7', '8', '9', "(Mars,21.559,(r)) (H9,66.565,(d)) (45-semisquare,0')", '11', "(H1,152.846,(r)) (Venus,302.804,(c)) (150-quincunx,3')", "(Mercury,333.323,(r)) (H4,273.329,(d)) (sextile,0')\n(H1,152.846,(r)) (Mercury,302.802,(c)) (150-quincunx,3')", "(Mercury,333.323,(r)) (H10,93.352,(d)) (trine,2')\n(H1,152.846,(r)) (Mercury,302.775,(c)) (150-quincunx,4')\n(H6,300.957,(r)) (Venus,300.878,(c)) (conjunction,5')", 190]
['2000-03-11 02:21:28', '0', "(H7,146.575,(r)) (Uranus,326.480,(d)) (opposition,6')\n(Uranus,318.687,(r)) (H7,138.811,(c)) (opposition,7')", '2', "(H3,22.710,(r)) (Sun,337.781,(c)) (45-semisquare,4')", "(Moon,52.181,(r)) (H8,187.113,(d)) (135-sesquisquare,4')", '5', '6', "(Saturn,43.301,(r)) (H1,343.317,(d)) (sextile,1')\n(Pluto,252.897,(r)) (H10,252.828,(d)) (conjunction,4')\n(H9,202.710,(r)) (Neptune,322.654,(d)) (trine,3')\n(Mercury,333.527,(r)) (H9,183.606,(c)) (150-quincunx,5')\n(Uranus,318.687,(r)) (H9,183.606,(c)) (135-sesquisquare,5')", "(Pluto,252.897,(r)) (H10,253.037,(d)) (conjunction,8')\n(Neptune,305.677,(r)) (H10,215.622,(c)) (square,3')", '9', "(Saturn,43.301,(r)) (H9,223.283,(d)) (opposition,1')\n(H9,202.710,(r)) (Mercury,352.699,(d)) (150-quincunx,1')", "(H3,22.710,(r)) (Uranus,337.778,(d)) (45-semisquare,4')", "(H1,326.575,(r)) (Sun,11.591,(d)) (45-semisquare,1')", '13', "(Uranus,318.687,(r)) (H6,138.791,(d)) (opposition,6')", 232]
